/home/dantopa/Mathematica_files/nb/confidence-01.nb  Aug 23, 2026
{form number, WBS primitive, overall, assess_a, assess_b, assess_c}
308,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,-1
309,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",-1,0,0,0
310,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,0
311,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,1,1
312,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",1,0,0,0
313,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",1,0,1,1
314,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,0
315,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,0
316,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,-1,0,0
317,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,1,1
318,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,-1,0
319,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,1
320,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",1,0,-1,0
321,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,-1
322,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,-1,0,0
323,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,1,0,0
324,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,-1,-1,-1
325,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,0
326,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,-1,0
327,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,-1,1
328,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",-1,0,0,0
329,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,-1,0,0
330,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,1
331,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.2",0,0,0,1
332,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,1,0,1
333,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
334,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
335,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,1,0
336,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,-1,0,1
337,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,0,1,1
338,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
339,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
340,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,0,0,0
341,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,-1,0,0
342,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,-1
343,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
344,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
345,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,1,0
346,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,-1,0
347,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,-1
348,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
349,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
350,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,-1
351,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
352,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
353,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
354,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,-1
355,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
356,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
357,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
358,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
359,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,0,-1,0
360,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,0,1
361,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,-1,0
362,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,1,0,1
363,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
364,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,1,0,0
365,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,0,0,-1
366,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,1,1
367,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,-1,0,0
368,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,0,-1
369,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,0,0
370,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
371,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,0,0
372,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,0,0
373,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,1,-1,0
374,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,-1,-1,0
375,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
376,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,1,0
377,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
378,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
379,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,1,0,0
380,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
381,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,0,0
382,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,0,0,1
383,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
384,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
385,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,0,0
386,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,1
387,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,0,0
388,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
389,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
390,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
391,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,-1,1,1
392,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,0,1
393,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",-1,0,0,0
394,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
395,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,1,0,0
396,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,1,-1
397,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",1,-1,1,0
398,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,-1,0
399,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,1,1
400,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.3",0,0,0,0
401,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,-1,-1,0
402,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,-1,-1
403,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,0,-1
404,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
405,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,-1
406,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,0,0
407,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
408,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,1,0,0
409,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,0,0
410,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,-1,0,0
411,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,0,0
412,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,0,0
413,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,0,0
414,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,-1,-1
415,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,1
416,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,-1,0
417,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,1,0
418,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,-1
419,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,1
420,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,1,-1
421,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,1,0
422,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,1,0
423,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,-1,0
424,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,1,1
425,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
426,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
427,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
428,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,-1,-1,1
429,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,0,1
430,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,0,1
431,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
432,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,0,0
433,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,1,0
434,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,1
435,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
436,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,-1
437,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,-1,0
438,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,0,1
439,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,-1,0,0
440,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
441,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,0,1
442,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,1,0,0
443,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
444,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,0,-1
445,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
446,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,0,0
447,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,1,0,0
448,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,1,-1,1
449,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,-1,1,1
450,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,-1,0,0
451,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,1,0,-1
452,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
453,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
454,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",1,0,1,0
455,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
456,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
457,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,-1,0
458,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,1,0
459,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,0,-1
460,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,0
461,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,1,0
462,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,1,0
463,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,-1,0,0
464,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,-1,1,1
465,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,-1,-1,0
466,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,1,0
467,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,-1,-1
468,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",0,0,0,1
469,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.4",-1,0,0,0
470,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
471,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,1,0,0
472,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,1
473,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
474,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,-1
475,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,1,0
476,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,-1,0,1
477,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,0,0,0
478,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,-1,0
479,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,1
480,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,1,1,0
481,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,0,-1,0
482,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,1,0
483,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
484,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,-1
485,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,0
486,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,-1,0
487,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,-1,0,0
488,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,1,0,0
489,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
490,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,-1,0
491,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,1,1
492,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,-1,1,0
493,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
494,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,-1
495,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,0,0,0
496,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,-1
497,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,-1,0
498,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
499,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,-1
500,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
501,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,1
502,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,-1
503,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
504,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
505,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,-1,1
506,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,-1
507,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,-1,0
508,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
509,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,1,0
510,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,1,0,0
511,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,1
512,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,1,0
513,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
514,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,0,1
515,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,0
516,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
517,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
518,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,1,-1
519,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,1,0
520,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
521,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
522,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
523,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
524,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,0
525,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,0
526,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,-1,0
527,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,0,0,1
528,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,0,0
529,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,1,0,0
530,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,1,0
531,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,0,0
532,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",-1,0,0,1
533,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,1,0,-1
534,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,-1,0,0
535,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,1,0,0
536,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",0,0,0,1
537,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,0
538,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.5",1,0,0,0
539,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,1,0
540,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,0,1
541,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,0,0,0
542,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
543,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,0,1,0
544,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,-1,0
545,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,1,0,-1
546,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,0,0,0
547,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,-1
548,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
549,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,1,1,0
550,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,-1,1
551,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
552,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,-1,-1
553,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,1
554,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,1
555,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
556,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,-1
557,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,1,0
558,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,-1,0,-1
559,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,1
560,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,1,1
561,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,-1,1
562,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,-1
563,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,0,0,0
564,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,-1,0,0
565,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,0,0
566,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,1,0
567,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,0,1,0
568,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,0,0
569,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,1,-1
570,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,-1,0
571,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
572,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,1
573,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,1,0
574,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
575,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,1,1,0
576,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,1,0
577,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
578,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,0,1
579,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,-1,0
580,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,1,-1
581,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
582,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,1,0,1
583,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
584,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,-1,0,0
585,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,0,0,1
586,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
587,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
588,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,-1
589,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,0,0
590,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,1
591,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,0,1
592,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
593,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
594,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,-1,0
595,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,-1
596,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
597,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,0,0
598,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,-1,0
599,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,0,1
600,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",-1,0,0,1
601,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,-1,0
602,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,1,0,-1
603,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",1,0,0,0
604,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,1,1
605,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
606,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,-1,0,0
607,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.6",0,0,0,0
608,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,0,0,1
609,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",-1,0,0,0
610,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
611,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,1,0
612,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
613,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,0,0,0
614,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,-1,-1
615,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,0,-1,0
616,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
617,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,0,0,0
618,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
619,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",-1,0,-1,0
620,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,-1
621,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,-1,0,0
622,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",-1,0,0,0
623,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,-1
624,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,1
625,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,0,0,1
626,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
627,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
628,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",-1,1,0,0
629,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,-1
630,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",-1,0,1,0
631,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,1,0
632,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",0,0,0,0
633,"da59807f-bb93-4f35-a22c-09e999b5881d","1.1.7",1,1,0,0
