"form_number","run_uuid","wbs_primitive","overall","assess_a","assess_b","assess_c"
311,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,1,1,0
312,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,0,0,-1
313,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",-1,0,-1,1
314,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,1,0,1
315,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",-1,1,-1,1
316,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",1,1,1,0
317,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,-1,1,0
318,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",1,1,1,-1
319,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,-1,0,0
320,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",1,1,-1,0
321,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,1,0,1
322,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,1,0,0
323,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,0,0,1
324,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",1,1,0,1
325,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,0,1,1
326,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",1,1,-1,1
327,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.3",0,0,1,1
328,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
329,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
330,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
331,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
332,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
333,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
334,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
335,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
336,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
337,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
338,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
339,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
340,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
341,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
342,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
343,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
344,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
345,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
346,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
347,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
348,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
349,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
350,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
351,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
352,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
353,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
354,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
355,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
356,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
357,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
358,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
359,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
360,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
361,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
362,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
363,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
364,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
365,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
366,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
367,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
368,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
369,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
370,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
371,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
372,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
373,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
374,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
375,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
376,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
377,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
378,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
379,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
380,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
381,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
382,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
383,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
384,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
385,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
386,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
387,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
388,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
389,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
390,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
391,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
392,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
393,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
394,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
395,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
396,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
397,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
398,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
399,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
400,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
401,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
402,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
403,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
404,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
405,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
406,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
407,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
408,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
409,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
410,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
411,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
412,"af764438-c5e1-4bfd-99f3-9478d602928b","1.2.4",0,0,1,1
413,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,-1,1
414,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,1,1
415,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,1,1
416,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,-1
417,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,0,-1
418,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,1
419,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
420,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,0,-1
421,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,1
422,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,-1
423,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,0
424,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,-1,1
425,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,0,0
426,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,1,0,1
427,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,-1,1,0
428,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,-1,0,-1
429,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,0
430,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,0,-1
431,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,0
432,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,0
433,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,0,1
434,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,0
435,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,1,1,1
436,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,0,1
437,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,0
438,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,-1,0,1
439,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,1
440,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,1
441,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,1
442,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,0
443,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,1
444,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,-1,0,-1
445,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,1
446,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,0,-1
447,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
448,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,-1,0,-1
449,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,0,1
450,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,0
451,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,1,0,-1
452,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,1,0
453,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,1
454,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,1
455,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,0
456,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
457,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,1,-1
458,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,-1
459,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,-1,0,1
460,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,0,1
461,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,0,1,1
462,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,0,1
463,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
464,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,0,1
465,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
466,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,0,0
467,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,1,1,1
468,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,0,0
469,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,1,1
470,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,0,1
471,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,1,1
472,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",-1,1,1,0
473,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,0,1,0
474,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",1,1,-1,0
475,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,-1,1
476,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,1,0,1
477,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.2",0,0,1,1
478,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,0,0,1
479,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,1,0
480,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
481,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,-1,1,1
482,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,1
483,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,-1
484,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,0,0
485,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,0
486,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,-1,0
487,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,0,1
488,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,1,1,1
489,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,1,0,0
490,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
491,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,1
492,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
493,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,1
494,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,0
495,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,0,0,0
496,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,0
497,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
498,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
499,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,-1
500,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,1,1
501,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,0,-1,1
502,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,-1,0
503,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,-1
504,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,0,0,1
505,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,0
506,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,1
507,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,0,0
508,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
509,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,1
510,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
511,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,1,1
512,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,1
513,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,-1,0
514,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
515,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,-1,1
516,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,-1
517,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,0,1
518,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
519,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,0,-1
520,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,1
521,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,-1,0
522,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,-1,1
523,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,0,1,0
524,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,-1,0,0
525,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
526,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,1
527,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,1
528,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,0
529,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,0
530,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,1,1
531,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,0,1
532,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
533,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,1
534,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,0,1
535,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,0
536,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,-1,0,1
537,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,-1
538,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,1
539,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,1
540,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,1
541,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,1
542,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,-1
543,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,0
544,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,1
545,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,-1
546,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,0
547,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,1
548,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,0,1
549,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,1,1,-1
550,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,1
551,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,1
552,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,0,1
553,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,0,0
554,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,-1,0
555,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,-1,0,1
556,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,-1,-1,1
557,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,1,0,1
558,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,1,0,0
559,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,1,1,0
560,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",1,0,1,0
561,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",0,0,1,1
562,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,-1,0,1
563,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.3",-1,1,1,0
564,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,1,0
565,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,0,1,-1
566,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,0,0
567,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,0,1,1
568,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,-1,1,1
569,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,-1,1,0
570,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,1,1,0
571,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,1,0,1
572,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,0,0,0
573,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,0,1
574,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,0,1
575,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,1,0,0
576,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,1,1,1
577,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,1,0
578,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,0,1,1
579,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,1,0
580,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,0,0,0
581,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,0,1,0
582,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,0,1,0
583,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,0,0,0
584,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,0,1,1
585,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,0,0,0
586,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",-1,1,1,-1
587,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,1,-1
588,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",0,0,0,1
589,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,0,0,0
590,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.4",1,1,1,0
591,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,-1,1,-1
592,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,0,1
593,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",-1,0,0,0
594,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,0
595,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,1,-1
596,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,1,1,-1
597,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",-1,-1,1,0
598,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,-1,0,1
599,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,1,0,1
600,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,-1,1,1
601,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,0,0
602,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,0,1
603,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,1,1,1
604,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,-1
605,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,1,1
606,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,1,1,0
607,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,1,1
608,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,1,1
609,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",-1,0,0,1
610,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,1
611,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,1,0,1
612,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,0,1
613,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,-1,0,1
614,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",-1,1,-1,0
615,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,0,0,1
616,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,1
617,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,0
618,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",0,0,0,0
619,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,0,0
620,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,0,0
621,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",-1,0,0,0
622,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.5",1,1,1,-1
623,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,0,0
624,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,-1,1
625,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,0,0,0
626,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,-1,1,0
627,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,-1,1
628,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,0,1,1
629,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,1,-1
630,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,0,1,1
631,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",-1,0,0,0
632,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,0,-1,0
633,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,0,1
634,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,0,1,-1
635,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,1,1,0
636,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,0,1,0
637,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",1,1,0,1
638,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,-1,0,1
639,"af764438-c5e1-4bfd-99f3-9478d602928b","1.1.6",0,1,1,-1
